96308,Nokia 诺基亚 6300 GSM手机,诺基亚（Nokia）,1,7,399,-,-,
96309,Nokia 诺基亚 7070 GSM手机,诺基亚（Nokia）,0,0,380,-,-,
96310,Nokia 诺基亚 6120ci 3G（GSM/WCDMA）手机,诺基亚（Nokia）,0,0,1099,-,-,
96313,Nokia 诺基亚 5530 GSM 全触控式手机,诺基亚（Nokia）,0,5,1646,-,-,
96319,Nokia 诺基亚 X5-01 3G（GSM/WCDMA）手机 黑色,诺基亚（Nokia）,0,182,1248,-,-,
96322,ZTE 中兴 U160 GSM手机 黑色 老人机,中兴（ZTE ）,0,0,145,-,其他,
96323,Motorola 摩托罗拉 EX128 GSM手机 非定制,摩托罗拉（Motorola）,0,956,299,-,谷歌Android,
96324,ZTE 中兴 R516 3G（CDMA2000）手机 香槟银 定制机,中兴（ZTE ）,1,10,299,-,其他,
96335,中兴 V955 3G手机（深蓝色）WCDMA/GSM ,中兴（ZTE ）,0,1,448,4.1-4.9英寸,Android（安卓）,
96336,Nokia 诺基亚 5030 GSM手机,诺基亚（Nokia）,0,0,349,-,-,
96339,Nokia 诺基亚 5310 音乐手机,诺基亚（Nokia）,2,28,999,-,-,
96340,HUAWEI 华为  U9508 WCDMA/GSM 3G手机  - 4.5英寸/800W/非定制机,华为（HUAWEI）,0,0,1499,4.1-4.9英寸,Android（安卓）,
96342,三星 S5292 双卡双待 3.5英寸 320万像素 GSM,三星（SAMSUNG）,0,0,398,3.5英寸以下,Android（安卓）,
96344,HTC 8X C620d CDMA2000/CDMA 双模双待 双核4.3寸屏 16G 电信3G手机 黑色,HTC,3,61,1299,-,-,
96348,Nokia 诺基亚 8800A GSM手机,诺基亚（Nokia）,0,0,8999,-,-,
96349,Nokia 诺基亚 7100S GSM手机,诺基亚（Nokia）,0,5,668,-,-,
96350,Nokia 诺基亚 6210S GSM手机,诺基亚（Nokia）,0,0,2038,-,-,
96351,飞利浦 F322 GSM手机双卡双待 非定制机,飞利浦（PHILIPS）,0,0,449,3.5英寸以下,其它智能系统,
96353,ZTE 中兴 X850 3G（GSM/WCDMA）手机 黑色 定制机,中兴（ZTE ）,0,2,528,3.6-4.0英寸,Android（安卓）,
96356,三星Samsung   I9088 3G手机  GSM/WCDMA,三星（SAMSUNG）,0,1,3499,3.6-4.0英寸,Android（安卓）,
96357,Nokia 诺基亚 3600s GSM手机,诺基亚（Nokia）,0,0,990,-,-,
96358,三星 E1220 超长待机GSM 学生 中老年人实用手机 单卡时尚直板手机 GSM,三星（SAMSUNG）,0,8,139,-,-,
96359,Nokia 诺基亚 6303c GSM 手机,诺基亚（Nokia）,0,0,988,-,-,
96363,Motorola 摩托罗拉 RAZR锋芒 XT910MAXX 3G手机（黑色）,摩托罗拉（Motorola）,25,445,2999,-,-,
96364,Lenovo 联想 A356 双卡手机 GSM网络   非定制机,诺和（Novo）,0,3,568,-,谷歌Android,
96376,联想（Lenovo）A630T 3G手机  TD-SCDMA/GSM,诺和（Novo）,0,1,439,4.1-4.9英寸,Android（安卓）,
96385,Motorola 摩托罗拉 A3000 GSM手机 极智银 定制,摩托罗拉（Motorola）,0,0,2368,-,-,
96386,Nokia 诺基亚 N81 GSM手机（畅想版）,诺基亚（Nokia）,0,0,1988,-,-,
96387,三星 I908e 直板商务手机 3.2寸屏GSM,三星（SAMSUNG）,0,0,780,-,-,
96388,ZTE 中兴 N600 3G（CDMA2000）手机 黑色 定制机,中兴（ZTE ）,1,10,211,-,-,
96389,Nokia 诺基亚 1661 GSM 手机,诺基亚（Nokia）,0,0,299,-,-,
96390,MOTO 摩托罗拉 VE66 GSM 手机 银色 定制,摩托罗拉（Motorola）,0,0,1988,-,-,
96395,Lenovo 联想 A590 双卡手机   5英寸炫屏 非定制机,诺和（Novo）,0,0,579,5.0英寸及以上,Android（安卓）,
96397,Huawei 华为 荣耀Honor C8860E 3G（CDMA/CDMA2000）手机  ,华为（HUAWEI）,0,8,548,-,-,
96399,Nokia 诺基亚 N85 GSM手机,诺基亚（Nokia）,0,0,2128,-,-,
96400,Nokia 诺基亚 N95 GSM手机 ,诺基亚（Nokia）,0,0,2388,-,-,
96401,Samsung 三星 S5628 3G手机,三星（SAMSUNG）,0,1,268,3英寸,谷歌Android,
96405,Nokia 诺基亚 N78 GSM手机,诺基亚（Nokia）,0,0,1799,-,-,
96406,Lenovo 联想 A599 GSM手机 ,诺和（Novo）,0,0,388,3.5英寸以下,非智能操作系统,
96407,Lenovo 联想 i61 Dolby 新锐版 GSM手机,诺和（Novo）,0,5,448,3.2,其他,
96408,Lenovo 联想 O1 3G(GSM/TD-SCDMA)手机 ,诺和（Novo）,0,6,699,3.5英寸以下,其它智能系统,
96410,Nokia 诺基亚 3500c GSM手机,诺基亚（Nokia）,0,1,522,-,-,
96411,Nokia 诺基亚 2680S GSM手机,诺基亚（Nokia）,0,0,495,-,-,
96412,Nokia诺基亚 1209 GSM手机,诺基亚（Nokia）,0,1,214,-,-,
96413,Nokia 诺基亚 6600S GSM手机 定制机,诺基亚（Nokia）,0,0,1680,-,-,
96414,酷派（Coolpad）8150D 3G手机（黑）TD-SCDMA/GSM,欧欧（OO）,0,2,235,4英寸,谷歌Android,
96415,联想（Lenovo）TD100 3G手机  TD-SCDMA/GSM  ,诺和（Novo）,1,38,198,3.5英寸以下,非智能操作系统,
96419,ZTE/中兴 U812 3G智能手机（GSM/TD-SCDMA）3.5英寸屏 支持CMMB手机电视 移动定制机,中兴（ZTE ）,0,2,476,3.6-4.0英寸,Android（安卓）,
96420,Nokia/诺基亚 1280 老人手机 超长待机 ,诺基亚（Nokia）,0,0,249,-,-,
96426,Lenovo/联想 A370 乐Phone 安卓智能2.3 双卡双待,诺和（Novo）,0,0,499,3.5英寸以下,Android（安卓）,
96427,Lenovo/联想 A326  乐Phone 安卓智能2.3 触屏,诺和（Novo）,0,0,449,3.6-4.0英寸,Android（安卓）,
96432,华为（Huawei）四核 G520 3G手机 TD-SCDMA/GSM,华为（HUAWEI）,0,12,859,4.1-4.9英寸,Android（安卓）,
96433,Lenovo/联想 P700手机 联通3G 双卡双待 安卓4.0 ,诺和（Novo）,0,0,749,4.1-4.9英寸,Android（安卓）,
96434,酷派（Coolpad）8730 3G手机（智尚白）TD-SCDMA/GSM,欧欧（OO）,0,2,699,5.0英寸及以上,Android（安卓）,
96436,天语（K-touch）T780 3G手机TD-SCDMA/GSM,天语（K-Touch ）,0,0,329,3.6-4.0英寸,Android（安卓）,
96440,BlackBerry/黑莓 9300 智能手机 全键盘 正品行货 联保 黑色,黑莓（BlackBerry）,0,0,2999,-,-,
96441,BlackBerry/黑莓 9900 全键盘 智能手机 ,黑莓（BlackBerry）,5,1482,2899,-,其他,
96444,天语W656 512M内存 4G存储容量 联通3G手机 4.0英寸,天语（K-Touch ）,0,0,429,3.6-4.0英寸,Android（安卓）,
96445,中兴儿童手机GA350(蓝色),中兴（ZTE ）,2,109,299,1.4英寸,-,
96446,Coolpad/酷派1606 超大字体大按键大铃音电信3G天翼CDMA老人手机,欧欧（OO）,3,129,318,-,-,
96447,Coolpad 酷派 7235 双卡双待 智能3G手机(黑色 联通定制),欧欧（OO）,1,17,372,4.1-4.9英寸,Android（安卓）,
96449,Skyworth 创维 老人手机L120,创维（Skyworth）,0,2,278,3.5英寸以下,非智能操作系统,
96450,K-Touch 天语 D6800 双卡双待 3D手机,天语（K-Touch ）,0,4,349,3.5英寸以下,其它智能系统,
96457,Coolpad/酷派 8010 移动3G(TD-SCDMA) 1GHz高速CPU Android 电容屏触屏 直板 WIFI,欧欧（OO）,0,2,159,3.6-4.0英寸,Android（安卓）,
96469,LG KF600 GSM手机 银色,LG,1,206,399,-,-,
96470,SHARP 夏普 SH9110c GSM手机 黑色,夏普（SHARP）,0,0,2055,-,-,
96473,SHARP 夏普 SH9020c GSM手机 银色,夏普（SHARP）,0,1,3580,-,-,
96474,Coolpad 酷派 D21 GSM/CDMA 双模手机 黑色 定制,欧欧（OO）,1,33,486,3.5英寸以下,其它智能系统,
96475,Coolpad 酷派 S60 CDMA 手机 黑色 定制,欧欧（OO）,0,2,248,-,-,
96476,Coolpad 酷派 E200 3G(CDMA2000) 手机 黑色  定制机,欧欧（OO）,0,15,299,-,谷歌Android,
96477,Coolpad 酷派 F608 3G（GSM/TD-SCDMA）手机 北极银  定制机,欧欧（OO）,0,0,186,-,-,
96478,BlackBerry 黑莓 8980 Curve GSM手机 ,None,1,28,2199,-,其他,
96481,索尼Xperia Z L36h 联通3G手机 2G内存 16G存储容量 四核 5.0英寸,索尼（SONY）,0,1,2998,5.0英寸及以上,Android（安卓）,
97054,摩托罗拉（Motorola）XT882（电幻黑）CDMA2000/GSM 双模双待 电信定制,摩托罗拉（Motorola）,0,0,940,-,-,
97084,HTC手机A620T(庆典红),HTC,10,299,498,-,谷歌Android,
97085,三星 SCH-I829 电信3G手机双模双待双通 CDMA2000/GSM ,三星（SAMSUNG）,15,311,699,4.1-4.9英寸,Android（安卓）,
97086,Lenovo 联想 A365e（CDMA2000/GSM ）,诺和（Novo）,0,0,448,3.5英寸以下,Android（安卓）,
97088,中兴（ZTE） N881F 3G手机（黑色）CDMA2000/CDMA,中兴（ZTE ）,6,108,376,4.1-4.9英寸,Android（安卓）,
97089,中兴（ZTE）U807 3G 手机（宝石蓝色）TD-SCDMA/GSM,中兴（ZTE ）,0,5,288,4英寸,谷歌Android,
97090,三星Galaxy Trend Duos2 S7572 双卡双待 双核4.0寸屏 WCDMA/GSM,LAX,0,0,399,-,-,
97100,三星 B9388 移动3G手机 双卡双待双通 TD-SCDMA/GSM ,三星（SAMSUNG）,0,0,5588,-,-,
97126,华为（HUAWEI）C8813D 3G手机CDMA2000/GSM 双模双待,华为（HUAWEI）,0,0,228,5.0-4.6英寸,安卓（Android）,
97140,中兴 V790 3G手机（黑色）WCDMA/GSM 双卡双待,中兴（ZTE ）,1,13,266,-,谷歌Android,
97145,HTC T327W 3G手机（灵动白） WCDMA/GSM,HTC,0,0,799,-,-,
97206,Lenovo 联想 A278t  3G手机（TD-SCDMA/GSM ）双卡双待,诺和（Novo）,1,1,279,3.5英寸以下,Android（安卓）,
97255,Nokia/诺基亚 620WP8.0多彩时尚WP8双核超值萌机，强劲硬件性,诺基亚（Nokia）,0,5,548,3.8,微软WindowsPhone,
97296,酷派（Coolpad）8900 3G手机（咖啡金）TD-SCDMA/GSM,欧欧（OO）,0,0,349,3.5英寸以下,Android（安卓）,
97337,酷派（Coolpad）F603 3G手机（珠光白）TD-SCDMA/GSM,欧欧（OO）,0,2,199,3.5英寸以下,非智能操作系统,
97352,诺基亚（NOKIA）X7-00 3G手机WCDMA/GSM,诺基亚（Nokia）,0,20,888,-,-,
97544,天语 U90 Kiss 初恋 四核 3G手机 WCDMA/GSM双卡双待,天语（K-Touch ）,0,0,548,-,谷歌Android,
97546,酷派 7020 3G手机（炫动黑）WCDMA/GSM 双卡双待,酷派（Coolpad）,0,0,278,3.5英寸以下,Android（安卓）,
97547,酷派（coolpad） 5876 3G手机（云石白) CDMA2000/GSM 双模双待,欧欧（OO）,0,0,699,4.1-4.9英寸,Android（安卓）,
97556,K-Touch 天语 W655 3G（GSM/WCDMA）手机 黑色,天语（K-Touch ）,0,1,235,-,谷歌Android,
97578,中兴（ZTE） 龙卷风 四核 U956 3G 手机（黑褐色） ,中兴（ZTE ）,8,1068,848,5.0英寸及以上,Android（安卓）,
98110,华为 C8813Q 电信3G 4.5英寸 安卓四核 智能手机,华为（HUAWEI）,0,1358,649,-,-,
98111,诺基亚(Nokia)520 lumia N520 手机 WCDMA/GSM,小米（MI）,1,1635,699,3.6-4.0英寸,Android（安卓）,
98112,联想（Lenovo） A390T 3G手机,诺和（Novo）,1,23,522,4.0英寸,-,
98113,中兴 V967s 3G手机（白色）WCDMA/GSM  ,中兴（ZTE ）,2,69,638,-,-,
98118,三星 SCH-I739 电信3G手机 双核4.0寸屏 CDMA2000/CDMA,三星（SAMSUNG）,7,473,448,4.1-4.9英寸,Android（安卓）,
98119,华为 A199 3G手机CDMA2000/GSM  ,华为（HUAWEI）,3,171,1380,5英寸,-,
98120,HTC手机608t(炫酷黑)  双卡双待双通手机 TD-SCDMA/GSM 正品国行(,HTC,17,383,1098,4.1-4.9英寸,Android（安卓）,
98121,联想 k900 WCDMA/GSM intel双核 5.5寸屏 16G 6.9mm超薄3G手机 ,联想（Lenovo）,35,2514,1148,5.0英寸及以上,Android（安卓）,
98123,联想（Lenovo）A820T 3G手机  TD-SCDMA/GSM  ,诺和（Novo）,1,110,669,-,谷歌Android,
98124,联想 A830 3G手机（深邃黑）WCDMA/GSM  ,联想（Lenovo）,6,255,950,5英寸,-,
98125,中兴（ZTE）U793 3G手机（象牙白）TD-SCDMA/GSM  ,中兴（ZTE ）,9,139,331,3.5英寸,-,
98126,三星Galaxy Win I8552联通3G双卡双待四核4.7寸屏 WCDMA/GSM,LAX,1042,37968,1054,4.7英寸,-,
98128,三星Galaxy Grand I879 电信3G手机 双模双待 双核5.0英寸 CDMA2000/GSM,LAX,13,651,1373,5英寸,-,
98129,HTC手机606w（炫酷黑）双卡双待双通 联通3G四核手机 WCDMA/GSM 正品国行,HTC,0,0,1340,-,其他,
98130,三星Galaxy Mega 6.3（I9200）联通3G 双待 6.3寸屏 16G存储容量,LAX,0,0,1299,-,-,
98131,NOKIA 诺基亚 Lumia720T超薄3G手机移动定制、纤薄轻巧、4.3英寸,小米（MI）,1,117,999,-,谷歌Android,
98132,三星 I8268 移动3G 双核4.3寸屏 TD-SCDMA/GSM,三星（SAMSUNG）,0,309,719,4.1-4.9英寸,Android（安卓）,
98200,联想 A706  3G手机  WCDMA/GSM  ,联想（Lenovo）,0,0,798,4.1-4.9英寸,Android（安卓）,
98207,联想（Lenovo）S868T 3G手机  TD-SCDMA/GSM ,诺和（Novo）,10,1132,753,5.0英寸,-,
98235,三星 I759 电信3G手机 CDMA2000/GSM  ,三星（SAMSUNG）,7,165,577,4.0英寸,-,
98239,中兴（ZTE）Grand Memo U5   3G手机（蓝色） ,茉（MO）,0,3,1348,5.0英寸及以上,Android（安卓）,
98241,三星 I8750 联通3G手机 WCDMA/GSM ,三星（SAMSUNG）,0,0,1368,4.1-4.9英寸,Windows Phone,
98248,联想 A630e 3G手机   CDMA2000/GSM 双模双待,联想（Lenovo）,1,6,419,4.5英寸,谷歌Android,
98249,联想  双核手机S696,联想（Lenovo）,0,0,598,4.1-4.9英寸,Android（安卓）,
98273,Lenovo 联想 A370e 3G手机 CDMA2000/CDMA ,诺和（Novo）,1,26,399,3.5英寸以下,Android（安卓）,
98276,三星Galaxy Grand Duos I9082i 联通3G双卡双待 双核5.0寸屏8G WCDMA/GSM,LAX,0,1,1288,5.0英寸及以上,Android（安卓）,
98277,联想 MA388 ,联想（Lenovo）,699,43747,269,3.5英寸,其它,
98284,华为 荣耀四核 G525WCDMA/GSM 双卡双待,荣耀（ROVOS）,0,3,1149,4.1-4.9英寸,Android（安卓）,
98291,诺基亚1050 移动/联通2G,诺基亚（Nokia）,5616,247850,109,3.0英寸及以下,其他,
98311,三星Galaxy Win I869 电信3G双模双待四核4.7寸屏 CDMA2000/GSM,LAX,25,1410,1606,4.7英寸,-,
98385,华为(HUAWEI) G606-T00 3G手机 ,华为（HUAWEI）,0,3,549,5.0英寸及以上,Android（安卓）,
98438,Lenovo 联想 智能手机A376,诺和（Novo）,1,2,696,3.6-4.0英寸,Android（安卓）,
98440,中兴（ZTE） U887 3G 手机（白色）TD-SCDMA/GSM,中兴（ZTE ）,1,67,599,5.0英寸及以上,Android（安卓）,
98441,联想 P780 联通3G,联想（Lenovo）,0,18,610,-,谷歌Android,
98453,酷派(Coolpad) 8185 3G手机 (白色)  ,欧欧（OO）,0,5,398,4.1-4.9英寸,Android（安卓）,
98491,N790S ZTE/中兴 N790S CDMA电信3G手机 (黑色) ,中兴（ZTE ）,0,1,278,3.5英寸,谷歌Android,
98497,大显（DAXIAN） E9220   安卓手机  (白色)  ,大显（Daxian）,0,8,596,5.0英寸及以上,Android（安卓）,
98498,酷派（Coolpad）炫影 四核 5890 3G手机（白色） ,欧欧（OO）,16,488,777,4.5英寸,-,
98500,Lenovo 联想 ET700 GSM 手机 ,诺和（Novo）,0,0,769,3.5英寸以下,其它智能系统,
98583,华为(HUAWEI)四核 G520S 3G手机 ,华为（HUAWEI）,0,0,949,4.1-4.9英寸,Android（安卓）,
98591,大显(Daxian)JL333   金色,大显（Daxian）,13,91,105,-,-,
98644,索尼 Xperia SP M35C 电信3G 16GROM 四核 4.6英寸,索尼（SONY）,0,19,1058,-,-,
98645,联想(Lenovo)A658t 3G手机  TD-SCDMA/GSM,诺和（Novo）,0,144,479,5.0英寸及以上,Android（安卓）,
98649,酷派（Coolpad）5213 3G手机（炫酷黑) ,欧欧（OO）,1,27,348,4.1-4.9英寸,Android（安卓）,
98650,CHANGHONG/长虹 Z3双核Z3S安卓智能手机 ,长虹（CHANGHONG）,1,3,868,4.1-4.9英寸,Android（安卓）,
98651,大显（Daxian） DX9000 GSM  白色,大显（Daxian）,0,9,257,-,其他,
99249,ZTE/中兴 U808 3G手机 TD-SCDMA/GSM 双卡双待 移动定制机(白色),中兴（ZTE ）,0,45,282,3.6-4.0英寸,Android（安卓）,
99324,HTC Desire 609d CDMA2000/GSM双模双待 四核4.5寸屏 8G 电信3G手机 黑色,HTC,0,25,1048,-,谷歌Android,
99865,诺基亚(NOKIA)Lumia 925 3G手机 TD-SCDMA/GSM,小米（MI）,0,1220,1699,4.5英寸,微软WindowsPhone,
99923,HTC WCDMA/GSM手机 野火S A510e（灰黑色）G13,HTC,1,12,1999,3.5英寸以下,Android（安卓）,
99947,中兴 极客Geek V975 3G手机(铂金灰)WCDMA/GSM 标配版,网件（NETGEAR）,0,7,1048,-,-,
99955,三星Galaxy Win I8558 移动3G双卡双待四核4.7寸屏 TD-SCDMA/GSM ,LAX,91,1462,849,4.1-4.9英寸,Android（安卓）,
99959,摩托罗拉（Motorola）TD-SCDMA/GSM手机 MT870（云端灰）,摩托罗拉（Motorola）,1,55,999,-,-,
99962,索尼Xperia L（S36h） 联通3G 1G内存 800万像素 双核,索尼（SONY）,0,0,988,-,-,
100025,联想 TD88t 3G手机  TD-SCDMA/GSM,联想（Lenovo）,1,1062,432,-,-,
100065,华为（HUAWEI）C8650 3G手机（黑色）CDMA2000/CDMA 电信定制,华为（HUAWEI）,0,3,699,3.5英寸以下,Android（安卓）,
100076,三星 I589 电信3G手机 双模双待 CDMA2000/GSM,三星（SAMSUNG）,0,5,549,-,-,
100177,Lenovo联想 S720i 联通3G 双卡双待 安卓4.1 双核智能大屏手机,诺和（Novo）,0,19,878,-,-,
100380,Motorola 摩托罗拉 XT316 (MOTO XT316) 智能3G手机,摩托罗拉（Motorola）,9,359,577,-,-,
100381,Coolpad/酷派 7019,欧欧（OO）,0,0,339,3.5英寸以下,Android（安卓）,
100485,HUAWEI 华为 G610C CDMA2000/GSM 双模双待 3G手机,华为（HUAWEI）,0,376,949,5.0英寸及以上,Android（安卓）,
100494,Huawei/华为 C8550 电信天翼3G 智能手机 安卓2.2  现货,华为（HUAWEI）,0,1,349,3.5英寸以下,Android（安卓）,
100547,诺基亚(NOKIA)Lumia210 双卡双待 正品行货 WIFI全键盘,小米（MI）,1,69,558,-,其他,
100549,DAXIAN 大显 DX566手机迷你 超薄 卡片小手机 ,大显（Daxian）,0,38,199,3.5英寸以下,非智能操作系统,
100550,K-Touch/天语 U7新款双核1G 4.5寸大屏 智能手机安卓4.0(黑色）,天语（K-Touch ）,0,1,714,-,-,
100551,Philips/飞利浦 D833 EVDO 双模手机 4.3英寸双核安卓4.0(灰色),飞利浦（PHILIPS）,0,0,1248,-,-,
100568,中兴 V818 3G手机(蓝色) WCDMA/GSM 双卡双待,中兴（ZTE ）,0,9,368,-,-,
100569,中兴(ZTE)V6700 3G手机(黑色)CDMA2000/CDMA,中兴（ZTE ）,0,0,329,3.5,谷歌Android,
100572,中兴(ZTE)V788D 3G手机(黑色)WCDMA/GSM 双卡双待 ,中兴（ZTE ）,4,230,448,3.6-4.0英寸,Android（安卓）,
100574,中兴(ZTE)GRANDMEMO N5 联通/电信/移动 3G手机(蓝色),茉（MO）,2,46,1837,5.7英寸,-,
100575,中兴 U930HD TD-SCDMA/GSM 双核4.5寸屏 移动3G手机 白色,None,0,23,448,-,-,
100587,ZTE 中兴 V987 3G手机(深咖啡色),中兴（ZTE ）,0,21,695,-,谷歌Android,
100610,中兴U722 3G手机(黑色 TD-SCDMA/GSM 300万像素摄像头  ,中兴（ZTE ）,0,0,188,-,-,
100611,ZTE 中兴 N818 3G手机(蓝色)CDMA2000/GSM双卡双待 Android4.1系统 四核1.2GHz处理器,中兴（ZTE ）,6,128,548,4.1-4.9英寸,Android（安卓）,
100613,ZTE 中兴 GA350 (心蓝) 儿童定位手机,中兴（ZTE ）,0,7,499,1.44英寸,其他,
100614,ZTE 中兴 GA300(心蓝) 儿童定位手机,中兴（ZTE ）,13,561,299,-,-,
100615,ZTE 中兴 GA200(靓粉) 儿童定位手机,中兴（ZTE ）,2,93,398,-,-,
100690,中兴(ZTE) U202 (黑) 直板移动3G手机 GSM/TD-SCDMA,中兴（ZTE ）,0,2,198,-,-,
100691,ZTE/中兴 U219 移动3G CMMB电视 学生手机 WIFI (银灰色),中兴（ZTE ）,0,6,248,3.5英寸以下,Android（安卓）,
100695,联想 A820 3G手机  WCDMA/GSM 双卡双待单通,联想（Lenovo）,0,2,759,4.1-4.9英寸,Android（安卓）,
100698,联想 S820 3G手机  WCDMA/GSM 双卡双待,联想（Lenovo）,13,220,879,4.1-4.9英寸,Android（安卓）,
100699,联想(Lenovo)A670T 3G手机  TD-SCDMA/GSM双卡双待,诺和（Novo）,49,1860,419,4.1-4.9英寸,Android（安卓）,
100707,Lenovo 联想 S750 双模双待 WCDMA/GSM 3G手机,诺和（Novo）,0,0,1448,4.1-4.9英寸,Android（安卓）,
100716,联想 A820e 电信3G手机  CDMA2000/GSM 双模双待,联想（Lenovo）,4,119,798,4.1-4.9英寸,Android（安卓）,
100719,联想(Lenovo)  S920 3G手机,诺和（Novo）,1,27,636,5.0英寸及以上,Android（安卓）,
100774,天语(K-touch)T621 3G手机TD-SCDMA/GSM,天语（K-Touch ）,0,4,272,3.5英寸以下,Android（安卓）,
100775,天语(K-Touch)C960t 3G手机TD-SCDMA/GSM 双卡双待,天语（K-Touch ）,0,0,389,3.6-4.0英寸,Android（安卓）,
100776,天语(K-Touch) T81 3G手机TD-SCDMA/GSM,天语（K-Touch ）,0,0,442,4.1-4.9英寸,Android（安卓）,
100777,天语(K-Touch)S5t 3G手机(宝石蓝)TD-SCDMA/GSM,天语（K-Touch ）,0,1,536,-,谷歌Android,
100779,天语 A108 GSM老人手机(黑色)双卡双待,天语（K-Touch ）,13,181,89,-,-,
100780,天语(K-touch)S2 3G手机 WCDMA/GSM 双卡双待四核智能手机,天语（K-Touch ）,0,1,696,5.3英寸,谷歌Android,
100784,天语(K-Touch) U81t 3G手机(黑色) TD-SCDMA/GSM,天语（K-Touch ）,15,192,269,-,安卓（Android）,
100785,天语(K-Touch)T586 3G手机(黑色)TD-SCDMA/GSM 双卡双待,天语（K-Touch ）,0,1,298,3.5英寸以下,Android（安卓）,
100786,天语 蜂景 U8 3G手机(黑色)WCDMA/GSM 双卡双待,天语（K-Touch ）,0,0,336,4.1-4.9英寸,Android（安卓）,
100788,天语 E616 电信3G手机CDMA2000/CDMA,天语（K-Touch ）,0,0,579,4.1-4.9英寸,Android（安卓）,
100793,K-Touch/天语 V8大黄蜂2代四核1.5安卓智能800万像素手机单卡,天语（K-Touch ）,226,3413,736,4.1-4.9英寸,Android（安卓）,
100794,K-Touch/天语 W95 闪电侠 五寸安卓 5寸双核智能手机 蓝色,天语（K-Touch ）,0,1,498,5.0英寸及以上,Android（安卓）,
100805,K-Touch/天语 F6229天翼CDMA 手机 P3 TF 手电筒(黑色),天语（K-Touch ）,0,6,198,3.5英寸以下,非智能操作系统,
100806,K-Touch/天语 F6206 CDMA手机/MP3/T卡扩展/手电筒(白色),天语（K-Touch ）,0,0,188,3.5英寸以下,非智能操作系统,
100808,天语(K-Touch) T789 3G手机  TD-SCDMA/GSM(黑色),天语（K-Touch ）,0,7,369,3.6-4.0英寸,Android（安卓）,
100810,天语W621 小芒果阿里云智能手机 3.5寸屏 双卡双待(白色),天语（K-Touch ）,0,0,349,3.5英寸以下,其它智能系统,
100826,K-Touch/天语E6 双模双待电信版 4.5寸屏幕 安卓4.0,天语（K-Touch ）,0,0,679,4.1-4.9英寸,Android（安卓）,
